ID,SMILES,LogP
5521,CC(C)C1=CC=C(C=C1OC(=O)NC)C,4.361
5522,CC(C)C=NCC(=O)NC(C=[NH+][NH-])=O,1.262
5523,O=S(=O)(C1=CC=C(C)C=C1)N(N=O)C,2.324
5524,O=S(=O)(N)C1=CC=C(C(OC)=O)C=C1,1.803
5525,C=1C=CC=CC=1NC(=O)CC2=CC=CC=C2,3.853
5526,C1(=CC(=CC=C1OC)NC(=O)C)Cl,3.549
5527,C=1C(=CC=C(S(=O)OC)C=1)O,2.32
5528,C=1([N+](=O)N=C=[N-])C=CC=C(OC)C=1,3.748
5529,CN(C)S(=O)(=O)C=1C=CC=CC=1,2.601
5530,O(P(=O)(SC)NC(CC)C)C,2.352
5531,O=C(O)C1=CC=C(C(=C1)O)[N+]([O-])=O,4.055
5532,COCC(=O)CN1C=CN=C1[N+]([O-])=O,0.853
5533,C1=CC(NC(NN)=O)=CC=C1Cl,1.965
5534,C=1C=CC=CC=1COCC2=CC=CC=C2,4.6
5535,CN(C)N=NC=1C=C(C=CC=1)Cl,5.164
5536,CN(C)C(OC=1C=CC=C(OC)C=1)=O,2.768
5537,NC(=O)CCCN1N=NC2=CC=CC=C12,1.758
5538,O=[N+](C=CC=1C=CC=C(OC)C=1)[O-],4.31
5539,C=1C=C(C(Cl)=C(C=1Cl)Cl)N,4.55
5540,CN(C)C(=O)NC=1C=C(C=CC=1)F,2.863
5541,ClC1=CC=C(C=C1Cl)NC(=O)OC,4.489
5542,C1=C(OC(C=CC(=O)OCC)=C1)[N+]([O-])=O,3.471
5543,O(C1=CC=C(C(=O)C)C=C1)C(NC)=O,2.601
5544,O=C(N(N=O)CCCl)NCCCl,3.293
5545,O(C=1C(=CC=CC=1)Cl)C(=O)NC,2.966
5546,C=1C(C2=CC=CC=C2)=CC=C(C=1)Cl,6.355
5547,ClC1=CC=C(Cl)C=2C=CC=CC1=2,6.291
5548,CN(C)C1=NC(Cl)=NC(=N1)N(C)C,4.174
5549,O=S(=O)(C)C=1C=2C=CC=CC=2[N+]([O-])=CC=1,2.072
5550,C(#CC=1N=C(SC=1)C)C2=CC=CC=C2,4.7
5551,C1=NC2=C(N=CNC2=N)N1CCC,2.252
5552,C=1(C(N)=CC=CC=1)I,3.902
5553,CC(C)NNC(=O)COC=1C=CC(=CC=1)C,2.726
5554,FC(F)(F)C=1C(=CC=CC=1)Cl,5.255
5555,O=C(C)C(C(=O)C)=CC=1C(C)=CC=CC=1,3.333
5556,C=1C(C(CC=2C=CC=CC=2)=O)=CC=CC=1,4.532
5557,C1CN=C(N1)NC=2C(=CC(Cl)=CC=2)C,3.161
5558,CN(C)C(OC=1C=CC=C(C=1)CC)=O,3.679
5559,O=S(=O)(C1=CC=C(CCCC)C=C1)N,4.211
5560,O1C=2C=CC=C(Cl)C=2OC3=CC=CC=C13,6.169
5561,C1=C(C=C(C(C(=O)O)=C1)OCC=C)N,2.696
5562,O=C(CCCCCC(=O)OC)OC,3.116
5563,N(C(OC)=O)C1=CC=CC(C#N)=C1,2.285
5564,CC(C)N=C1NC(=NCC)NC(=N1)Cl,4.209
5565,CN(C)CCCCC=1C=NC=CC=1,2.627
5566,C(C)(=O)C(C(C)=O)=CC=1C=CC(OC)=CC=1,3.432
5567,C(CCOCCOCCCC)C,3.887
5568,C=12CCCC=1C(N3C(CCC3)=N2)=O,1.509
5569,C(C)N1CCC(C2=CC=CC=C2)=CC1,4.349
5570,O(C(NC)=O)C=1C=CC=C(OCCCC)C=1,3.676
5571,C1([N+](=O)[O-])=CC=CC(C2NCCS2)=C1,3.061
5572,CC(CC=1C=C(C(CC)=CC=1OC)OC)N,4.173
5573,C1=C(N)C=C(C)C(=C1)Br,4.152
5574,O=S(=O)(C=1C(C)=NON=1)CC,2.675
5575,C1(C)=CC=C2OC(=NC2=C1)N(CCC#N)N,2.918
5576,C1=CC=2N=NC=C(C=2C=C1Cl)C,3.728
5577,C1(Cl)=C(Cl)C(=CC=C1)OC,5.055
5578,C=1(C(=CC=CC=1)C(O)=O)NCC#N,3.539
5579,C=1C=C(Br)C=CC=1OC,5.227
5580,C(CC)CC1=CC=C(NC(OC)=O)C=C1,5.224
5581,ClC(Cl)C1C(OC(O)=C1Cl)=O,2.067
5582,BrC=1C=CC=C(C=1)Cl,5.543
5583,C(O)(C)CN1C(=NC=C1[N+](=O)[O-])C,2.171
5584,C=1C=C(OCCCCCC)C=CC=1N,5.374
5585,CC(N1C2=CC=CC=C2N=N1)CCC(O)=O,1.16
5586,CN(C)C(=O)OC1=CC=CC=C1C(C)C,3.544
5587,CN(C)C1=NC(=CN=C1)C(=O)OCC,3.198
5588,CC(C)C1(C(NC(NC1=O)=O)=O)C,2.461
5589,C(C)(C(=O)OCC)N1N=NC2=CC=CC=C12,3.375
5590,C=1C=CC=CC2=CC=C(C(=O)O)C=12,4.247
5591,C=1(C(=CSC=1S(C)=O)C)[N+](=O)[O-],3.424
5592,O=S(=O)(N)C1=CC(OC)=CC=C1,2.136
5593,CC(C)(C)[N+]([O-])=CC=1C=CC(C)=CC=1,3.161
5594,C=1C=CC=C2OC(COC=12)C(O)=O,2.865
5595,C1=C(OC(C=CC(=O)N)=C1)[N+]([O-])=O,2.23
5596,CC1(C)OC=2C(OC(=O)NC)=CC=CC=2C1,3.467
5597,C12=CC=CC=C1C(=NNC2=O)C3=CC=CC=C3,3.85
5598,O(C1=CC=CC=C1C(O)=O)C(CC)=O,3.379
5599,C(=O)(N)C(NC(=O)C)CCC(=O)N,-0.32
5600,C=1C=CC=CC2=CC=C(C(OCC)=O)C=12,5.069
5601,FC(CN1C=CN=C1[N+]([O-])=O)COC,1.755
5602,O=S(=O)(C=1C=CC(CCC)=CC=1)N,2.792
5603,N#CC(C(OCC)=O)=CC=1C=CC=CC=1,3.873
5604,C12=CC=C3C=CC4=CC=C(C=C1)C4=C23,6.396
5605,NC(N)=NC(NC1=CC=C(OC)C=C1)=O,1.81
5606,C=1C=C(C=CC=1OC2=CC=CC=C2)N,4.073
5607,O=S(=O)(CF)NC=1C=CC=CC=1,2.736
5608,OC(=O)C(CC1=CC=CC=C1)NC(=O)C,2.367
5609,C(NC(NC)=S)C1=CC=CC=C1,2.673
5610,C(OC)(C1=CN=C(C=N1)Cl)=O,2.204
5611,C(CN1CCN(CC=C)C1=S)=C,3.32
5612,C=1(C=CC=C(NC(=O)NC(N)=N)C=1)[N+](=O)[O-],1.988
5613,C1CCC(C)N2C1=NC=C(C(OC)=O)C2=O,2.331
5614,CN(C(=O)C)N=NC=1C=CC(=CC=1)C(=O)N,2.489
5615,CN(C)C(=O)OCCC=1C=CC=CC=1,3.889
5616,C1=CC(CC)=C(C(CC)=C1)NC(=O)C,3.4
5617,C1=2C(C3CC(C1C3)NC)=CC=CC=2,3.95
5618,C=12C(=CC=CC=1)SSC2=S,4.723
5619,C=1C(Cl)=CC(=CC=1NC(C)=O)Cl,4.548
5620,CC(C)CNCNC(=O)C1=CC=CC=C1,3.375
5621,O=S(=O)(N)C1=CC=C(C=C1)OC,2.524
5622,C=1C=CC=C2C=1C(C3=CC=CC=C3C2=O)=O,4.744
5623,C=1C(=CC=C(C=1)O)CC=2C=CC(=CC=2)O,4.392
5624,N1C(C2=CC=C(C3=CC=CC=C3)C=C2C1=O)=O,5.212
5625,C1=C(C(OC2CC(=O)N2)=O)C=CC=C1,3.489
5626,C1=CC=CC2=CC=C(N=C12)S(CC)=O,3.844
5627,CN(C)P(N(C)C)(N(CC)CC)=O,1.962
5628,CN(C)N=NC=1C=CC(C(=O)O)=CC=1,3.817
5629,C1=CC=2C(=CC=CN=2)C3=CC=CC=C13,4.996
5630,C1CCCN1C2=CC(=[N+](C(N2)=N)[O-])N,2.013
5631,C(CC(S)CCS)C(=O)O,2.705
5632,C1=2C(=O)C=3C(=CC=CC=3O)C(=O)C1=CC=CC=2,4.868
5633,C(C=1C=CC=CC=1)=NOC(NC)=O,2.908
5634,C1CCC2(C1)C(=O)NC(NC2=O)=O,1.556
5635,CCN(CC)C(=O)C=1C=NC=CC=1,1.635
5636,FC(F)S(=O)(=O)NC=1C=CC=CC=1,3.354
5637,ClC1=CC(Cl)=CC(Cl)=C1,5.748
5638,C=1(C=CC=CC=1)C2OC(=O)NC2=O,1.783
5639,C(OC1=CC=CC(C#N)=C1)(=O)NC,1.642
5640,C=1(C=C(C(=CC=1)O)O)C(O)CNC,0.146
5641,C=1N=CC(=CC=1)C2N(C)C(=O)C(C2)O,-0.523
5642,C(NC(COC(C1=CC=CC=C1)=O)=O)C,2.32
5643,C=1C(Cl)=C(C=C(C=1OC)OC)Cl,4.578
5644,C1=C2N(C)C(=N)NC2=CC(Cl)=C1Cl,4.063
5645,CC(C(OCC1=CC=CC=C1)=O)=C,2.712
5646,O=C(NN=CCCC1=CC=CC=C1)N,3.938
5647,C1(=CC=C(C=C1OC)C=C[N+](=O)[O-])O,3.311
5648,CC(OC1=C(C=CC=C1Cl)C)=O,4.12
5649,C(CC=1C=CN=CC=1)CCCCC,6.256
5650,N=1C2=C(C=CC=C2)NC=1C3=CC=C(C=C3)C,5.315
5651,C(CC)CCCC(=O)N1CCCC1=O,4.368
5652,C=1(C2=CC=C(C=C2)Cl)N=C(SC=1)C,4.74
5653,OC=1C(C=CN(CCCC)C=1CC)=O,2.747
5654,C1=C(C(OC)(C)C(O)=O)C=CC=C1,2.805
5655,C1CCN1C(=O)COC(=O)C2=CC=CC=C2,2.263
5656,C=12CCCC=1C(N3C(C=CC=C3)=N2)=O,2.099
5657,C1(C)=C(C(C)=CC(=C1)NC(=O)C)C,3.454
5658,C=1NC(C=C(C=1)C=2NNC(=N)N=2)=N,0.691
5659,C=1(C2=C(C([N+]([O-])=O)=CC=C2)C=CC=1)[N+]([O-])=O,4.151
5660,C1CN1C2=CC(C=3C(=CC=CC=3)C2=O)=O,2.95
5661,N(O)C=1C2=C(C=CC=C2)[N+]([O-])=CC=1,1.482
5662,C(C(CC)(O)C1=CC=CC=C1)(=O)N,2.229
5663,CCN(CC)CCNC(=O)C1=CC=CC=C1,2.852
5664,C1N(CCOC1(O)C2=CC=CC=C2)C,2.853
5665,CN(C)C(=S)NCC1=CC=CC=C1,3.286
5666,C1(=C(NN=C1C(NCC)=O)C)[N+](=O)[O-],1.358
5667,O1C=CC=C1C(C(C2=CC=CO2)=O)O,1.873
5668,O(C)P(OC)(=O)OC=C(Cl)Cl,3.008
5669,CN(C)C(C(C1=CC=CC=C1)O)C,3.037
5670,C1CCCCC1NC=2NC([N+](=C(C=2)N)[O-])=N,3.234
5671,C=1C=CC=C(C=1C(=O)NC2=CC=CC=C2)O,4.738
5672,O(C1=CC=C(CC(C(O)=O)N)C=C1)C(C)=O,0.37
5673,O=C(C=CC1=CC=C(C(=C1)O)O)OCC,3.315
5674,C1(C=CC(=O)N1CCC(=O)OCC)=O,1.931
5675,CN1C(=N)NC2=CC=C(Cl)C=C12,3.28
5676,O=C(O)C=1C(N)=CC([N+]([O-])=O)=CC=1,3.882
5677,C1CC(CCC1)N(C2CCCCC2)C,5.138
5678,C1C=2C(=S)SSC=2CCC1,4.209
5679,OCC1C(C(O)C(O)C(O1)OCC)O,-0.797
5680,CC(C)=CCC1(C(=O)NC(NC1=O)=O)C,2.391
5681,O=C1C(C=2C(C(N1CCC)=O)=CC=CC=2)=O,2.914
5682,C=1C=2C(C=CC=1)=NN(N=2)CCCC(=O)O,1.938
5683,O(C(=O)NC(C(O)C=1C=CC=CC=1)=O)C,2.859
5684,C1=CC(C(O)=C(N1C(COC)C)C)=O,1.146
5685,[N+]([O-])(=O)C1=CC=C(C=C1)CC(=O)O,2.629
5686,BrC=1C=CC=C(NC(N)=O)C=1,3.399
5687,C1=CC(=CC=C1I)O,4.745
5688,C1=CC(CC2C=3C(=CC=CC=3)C(=O)O2)=CC=C1,4.532
5689,CN(C)C=1C=CC(C=CC(=O)C)=CC=1,4.06
5690,ClC=1C=CC(Cl)=C(Cl)C=1OC,4.913
5691,N(C(=O)C(CC1=CC=CC=C1)N)CC(=O)O,1.135
5692,CC(C)(C)C1=CC=C(C=C1OC(=O)NC)C,4.915
5693,[O-][N+]1=CC=C(NC(=O)C)C2=C1C=CC=C2,1.28
5694,[O-][N+]1=C2C(C=CC=C2)=C([N+]([O-])=O)C(C)=C1,2.3
5695,OCC1C(C(O)C(O)C(OCCC)O1)O,-0.179
5696,O(C(C)=O)C1=CC=CC=C1[N+](=O)[O-],2.615
5697,C=1(C=C(O)C=C([N+]([O-])=O)C=1)[N+]([O-])=O,3.091
5698,C(CN1N=NC2=CC=CC=C12)CO,2.571
5699,CN(C)C(=O)NC=1C=CC(=CC=1)CCC,3.544
5700,C=1C=CC=CC=1C2=NSC(=S)N2,3.38
5701,C1(OCC(O)=O)=CC=C2C=CC=CC2=C1,4.062
5702,C(C)NC(C1=CC=CC=C1OCC)=O,3.806
5703,CN(C)C(=O)OC1=CC=C(C=C1)F,3.378
5704,C1(=CC=C(C(C#N)=C1)Cl)OCC(=O)O,3.147
5705,C=1(C(C)=CC(=CC=1C)O)NC(=O)C,2.4
5706,C1CCCCN(C1)C(=O)SCC,4.601
5707,C12=C(N(C(=O)C1CCC=C2)COC(C)=O)O,1.867
5708,C(C=CC1=CC=C(C(=C1)O)O)(O)=O,2.803
5709,CN(C)C(OCC=1C=CC(F)=CC=1)=O,3.568
5710,C1=C(C(OC)=O)C=C(NC(=O)C)C=C1,2.725
5711,N1(C2=CC=CC=C2N=N1)CCC(=O)N,1.436
5712,CN(C)C=1C=NC=C(C(OC)=O)N=1,2.564
5713,C12C3=CC=CC=C3C(CC1)C2NC,3.592
5714,N#CC(=CC=1C=CC=CC=1)C(=O)N,1.884
5715,C=1C(=CC=C(Br)C=1)O,4.062
5716,C1(OCCNC1)C=2C=CC=C(C)C=2,3.009
5717,N(=CC=1C=CC=CC=1)NC(NN)=O,2.124
5718,N1C(=O)NC(=O)C=C1C(OCCC)=O,2.727
5719,C1=CN=C2C3=NC=CC=C3C=CC2=C1,3.2
5720,S1SC(=O)C(=C1CC)CC,4.337
5721,C=1C=CC(=CC=1)C=CC(=O)OCC,4.28
5722,FC(F)(F)C(NC=1C=CC=CC=1)=O,3.509
5723,CN(C)C(OCC1=CC=C(C=C1)[N+]([O-])=O)=O,2.998
5724,C1(=NC(Br)=C([N+](=O)[O-])N1C)C,2.137
5725,N1(C2=CC=CC=C2N=N1)C(CCC)C,4.635
5726,C=1(N=NC=2C=CC=CC=2)C=CC=CC=1,5.383
5727,C1CN1P(N2CC2)(NN=C(C)C)=O,2.668
5728,C(OC)(CN1C=CN=C1[N+]([O-])=O)COC,1.505
5729,C1(C)=NC(Cl)=C([N+]([O-])=C1Cl)C,2.835
5730,CC(C)(C)C(CC1=CC=CC=C1)N,5.131
5731,C(CC)CC=1C=C(C)C(NC(=O)C)=CC=1,4.549
5732,C1(=CC=C(C=C1)OC)C(NCC)=O,2.523
5733,CN(C)C(=O)OC1=CC=CC=C1[N+]([O-])=O,2.767
5734,O(CC(=O)O)C=1C(=CC(Cl)=CC=1)Cl,4.066
5735,N1C(=O)NC(C1(CC)C2=CC=CC=C2)=O,2.982
5736,FC(F)(F)C=1C=CC=C(C(F)(F)F)C=1,5.146
5737,C1=C(C2=C(C=C1)C=CC=N2)NC(=O)N,3.25
5738,C(CC)(C)C=1C(OCC(O)=O)=CC=CC=1,4.578
5739,C1([N+](=O)[O-])=C([N+](=O)[O-])N=C(C)N1,2.023
5740,ClC1=C(C(Cl)=CC=C1O)Cl,5.429
5741,C=1C=C(SC)C=CC=1C(=S)N,3.055
5742,O=NC1=C(C)N(C=2C=CC=CC=2)N=C1C,3.982
5743,CC(C)(C)C1=CC=CC(=C1O)C(C)(C)C,5.86
5744,C1=CC(NC(OC)=O)=CC=C1Cl,4.39
5745,O(C1=CC=C(C=C1)C(=O)O)C(C)=O,2.828
5746,O=C(C=CC1=CC=C2OCOC2=C1)N,2.855
5747,C(=CC(C)=O)C=1C(=CC=CC=1)OC,4.329
5748,C=12C(=CC=CC=1)OC(C(=O)OCC)=C2,4.379
5749,O=C(NC=1C=C(Cl)C(=CC=1)OC)N,2.851
5750,C=1C=C2C(=CC=1)C(C=3C(=CC=CC=3)O2)=O,4.308
5751,[O-][N+](=O)C1=NC=CN1CCS(C)=O,0.424
5752,CN(C)CCNC(=O)C1=CC=CC=C1,2.719
5753,C=1C=NC2=CC=C3N(C)C(NC3=C2C=1)=N,2.918
5754,N1C2=C(C(N(C)C1=O)=O)N(C)C=N2,1.29
5755,C=1(C(C)=CC=2[N+](=O)C(=N)NN(C=2C=1)[O-])C,1.948
5756,CC(C)(C)NP(=O)(SC)OC,2.276
5757,C(NC=1C=CC(Cl)=CC=1)(=O)NC(N)=N,3.017
5758,O(C)C=1C(C#N)=CC(=CN=1)C2=CC=NC=C2,2.735
5759,C1=CC(C(NC2=CC=CC=C2)=O)=CC=C1,3.729
5760,N1CC(NCC1)C(=O)NC=2C=CC=CC=2,2.099
5761,C=1C=CC=CC=1C=2C(=CC=CC=2)NC(=O)C,3.43
5762,C1(=CC=CC=C1C(C)=O)NCCO,2.908
5763,N(N=NC1=C(C(N)=O)NC=N1)(C)CC#C,2.136
5764,ClC=1C(Cl)=CC([N+]([O-])=O)=CC=1,4.593
5765,O=C(C)C(C(=O)C)=CC=1C=C(Cl)C=CC=1,3.738
5766,NC(CC1=CC=C(C(=C1)O)O)C(O)=O,-1.072
5767,CC(C)(C)C1=CC(OC(NC)=O)=CC(C)=C1,5.149
5768,O=C(C)CNC1=CC=CC=C1C(N)=O,2.259
5769,C1(=CC=C2C(=C(C)C(=O)OC2=C1C)C)OC,4.48
5770,O=[N+](C=1N=CN(CC(CO)F)N=1)[O-],1.476
5771,C1=C(C(=CC2=C1C=CC=C2)Cl)Cl,5.049
5772,N(C(=O)C)(CCOC(C1=CC=CC=C1)=O)C,2.825
5773,C(=O)(NC)C1=CNC=2C=CC=CC1=2,2.707
5774,CC(=O)OCN1N=CC2=C(O)N=CN=C12,0.912
5775,C(OC(C)=O)CN(CC)C1=CC=CC=C1,3.374
5776,OC(C1=CC=CC=2C=CC=C(C(O)=O)C1=2)=O,3.633
5777,CC(C)COC(C1=CC(=O)NC(N1)=O)=O,2.779
5778,C1([N+](=O)N=C=[N-])=CC=CC(C#N)=C1,2.55
5779,C1=2C3=CC=CC=C3N(C1=CC=CC=2)CC,6.337
5780,C1=CC=C(C=C1)S(C2=CC=CC=C2)=O,3.311
5781,N(C(N)=O)C=1C=CC=C(SC)C=1,2.781
5782,C(CC(CC)C1=CC=CC=C1)CCCCC,8.098
5783,N=C1C(C2=CC=CC=C2C(C1Cl)=O)=O,2.862
5784,C=1C=C(C2=CC=C(C=C2)Cl)C=CC=1Cl,6.721
5785,C=1C(=CC=CC=1)I,4.682
5786,CN(C)N=NC=1C=C([N+]([O-])=O)C=CC=1,3.853
5787,C1(=CC=CC=C1)CCCCCCC(=O)O,4.589
5788,C(ON1C(=O)NC(=CC1=O)C)CC,1.736
5789,CC=1C=C(C(C)=CC=1C)OC(NC)=O,4.029
5790,[N+]([O-])(C=1C=CC=C([N+](=O)N=C=[N-])C=1)=O,2.958
5791,C=1C(Cl)=CC=C(C(CC(=O)O)CN)C=1,0.354
5792,O=[N+](C1=CC=CC(=C1C(N)=O)Cl)[O-],1.303
5793,CC(C=CC=1C=CC=C(OC)C=1)=O,3.918
5794,CC(C)CC1=CC=C(CC(O)=O)C=C1,4.921
5795,C(C)(=O)OC1=CC=CC=C1Br,4.099
5796,C1=CC=C(C(C(=O)OCC)=C1)C(=O)OCC,3.867
5797,C1=C([N+]([O-])=O)C=CC(C2=CC=CC=C2)=C1,5.439
5798,CC(C)C=1C=CC(C=2C=CC=CC=2)=CC=1,7.032
5799,C(OC=1C=C(C=C(Cl)C=1)Cl)C(O)=O,3.63
5800,N1=C(CCC2=CC=CC=C2)OC(N1)=N,2.62
5801,O=S(=O)(C=1C=CC(CC)=CC=1)N,2.582
5802,O=S(=O)(C1=CC=C(C)C=C1)NC,2.389
5803,C1(=CC=C(C(=O)C)C=C1)OCC(=O)O,1.753
5804,O=C(O)CCCCC(=O)OCC,1.863
5805,C1=CC2=C(C=3C=CC=CC=3C=C2C=C1)C(O)=O,5.352
5806,C=1C(CC(C(=O)O)N)=CC=C2C=CC=CC=12,1.268
5807,C=1N=CC(C(=O)OCCCC)=CC=1,4.135
5808,C1(=CN=C2CCCC(C)N2C1=O)C,1.912
5809,CC(C)N(C(C)C)CC1=CC=CN=C1,3.96
5810,N1=C(C2=CC=CC=C2)C=3C(=CC=CC=3)NC1=O,3.299
5811,O=S(=O)(N)C1=CC=C(NC(C)=O)C=C1,0.703
5812,C=1(CCC)SSC(=S)C=1C,4.63
5813,C=1(Cl)C=CC(Cl)=C(C(O)=O)C=1OC,3.608
5814,C1(=CC=CC=C1)CCCCCCC,6.802
5815,N(C=1C(F)=C(C=CC=1)Cl)C(C)=O,2.7
5816,O(CC(=O)O)C=1C=CC=C(C#N)C=1,2.431
5817,C=1C=C(C(O)=O)C(N2C(CC=C2O)=O)=CC=1,2.742
5818,O=C(NC=1C=CC=CC=1)C(OCC)=O,2.441
5819,N(C1=C(C=CC=C1CC)C)C(C)=O,2.829
5820,C12=CC(=CC=C1N(C)C(=N)N2)OC,2.257
5821,OC(=O)C(CCC1=CC=CC=C1)N,0.573
5822,O=S(=O)(N)C1=C(N=CN1C)[N+](=O)[O-],0.689
5823,O=S(=O)(C1=CC(=C2C(C=CC=C2)=C1)O)O,0.739
5824,O=C(OC1=CC=CC=C1C#N)NC,2.074
5825,C1=C(OC(N2C(NCC2)=S)=C1)[N+]([O-])=O,2.446
5826,C=12C=CC=CC=1C(OC)=CC(C)=N2,4.68
5827,FC(F)(F)C=1C(NC(=O)C)=CC=CC=1,1.948
5828,CC(C)C(C(NC(N)=O)=O)Cl,3.036
5829,O=S(=O)(C)C1=CC=C(NC(C)=O)C=C1,1.932
5830,ClC=1C(Cl)=CC(C(=O)O)=CC=1,4.956
5831,O=S1(=O)CC(NC1C2=CC=CC=C2)=O,2.991
5832,C=1([N+]([O-])=O)C=2C(=CC(C)=CC=2)[N+]([O-])=CC=1,2.697
5833,CC(C)(C)C=1C=C(C=CC=1)OCC(=O)O,4.496
5834,FC(F)(F)C1=CC=C2C(N=CC=C2)=C1,4.588
5835,CN(C)N=NC=1C=C(C(=O)N)C=CC=1,2.782
5836,O(C1=C(OC)C(C(C)=O)=CC=C1OC)C,2.76
5837,C(CBr)CCCCC,4.808
5838,C1=C(C=CC=C1)CSC=2NC(=O)NN=2,2.488
5839,C=1C(=CC=CC=1)C(C=2C=CC=CC=2)O,3.548
5840,C1=C(C(=C(C(=C1Cl)Cl)Cl)O)O,5.123
5841,FC1=CC=CC(=C1NC2=NCCN2)Cl,3.371
5842,C1=C(C=CC=C1)C=2C(=O)SSC=2CC,4.745
5843,O=[N+](C=1N=CN(CC(O)CCl)N=1)[O-],1.496
5844,C=1(C=CC=C(C=1)C=CC(C)=O)[N+](=O)[O-],3.209
5845,C=1C=C(C(=O)OCCC)C(=CC=1)O,5.366
5846,C(=O)(NC=1C=CC(=CC=1)Br)C,3.631
5847,C1=2N=NN(C(C(=O)N)CC)C1=CC=CC=2,1.912
5848,FC(F)(F)SC=1C=CC=CC=1,5.093
5849,C(C)NC(=O)C1=CC=2C(=CC=CC=2)O1,3.726
5850,O=S(=O)(N)C1=CC(=CC=C1)C(=O)N,0.527
5851,N(C=1C=CC=C(SC)C=1)C(C)=O,3.641
5852,C1=NC=CC(C(C=2C=CC(=CC=2)O)=O)=C1,2.77
5853,CC(=O)OCC=1C=CC=C(OC)C=1,2.525
5854,COP(OC)(SCC(=O)NC)=O,0.53
5855,C1=CC=C2C(C(CC(=NC)C2=O)=O)=C1,2.952
5856,C12=CC=CC=C1CC=3C(=CC=CC=3)C2=O,5.33
5857,C1=CC=C2C(=C1)C(=O)C3=C(C(N)=CC=C3)C2=O,5.117
5858,O=C(C=1C(=CC=CC=1OC)OC)N,0.712
5859,C1CN(CCO1)CC=2C=CC=CC=2,2.75
5860,CN(C)C(OCC=1C=CC=C(OC)C=1)=O,3.51
5861,O1C=2C(N=C1C3=CC=CC=C3)=CC=CC=2,4.713
5862,C1=CC=C(C=C(C#N)C(OC)=O)O1,3.389
5863,C1(=C2OC=CC2=CC3=C1OC(=O)C=C3)OC,3.411
5864,CC(C)(C)C1(C(=O)NC(NC1=O)=O)Cl,2.134
5865,C1=CC2=NC=C(N=C2C=C1)C(=O)N,2.256
5866,C1CCC2(C1)OC(C3=CC=CC=C23)=O,3.895
5867,C12=C(C)C=C3OC=CC3=C1OC(=O)C=C2,3.749
5868,C=1C(SC2=CC=CN=C2)=CC=CC=1,4.94
5869,C1=CC(C=CC1=O)=NBr,2.66
5870,C1=CC=CC2=C1C(=CC=C2)OC3CC(=O)N3,3.801
5871,CC1=CC(=NC(=N1)OC)N2C(C=C(C)N2)=O,2.127
5872,C1C2CC(C(C3=CC=CC=C23)C1)NC,4.146
5873,ClC(Cl)(Cl)C(=O)OC,3.432
5874,C(CC)CCCN1C=C(C)C(NC1=O)=O,3.181
5875,C=1(C=C(Cl)C(NC=2NCCN=2)=CC=1)C,2.977
5876,O=S(=O)(C1=CC=CN=C1)NC(NC)=O,1.022
5877,C=1C=C(C(=CC=1)O)CCCCCCCCC,7.317
5878,C(C(CC(=O)N)NC(=O)C)(=O)N,-1.754
5879,C=1(C(C)=CC=CC=1C)NC(C(CC)N)=O,2.233
5880,C=1C=CC(=CC=1)C=CC(NC(C)CC)=O,4.305
5881,C=1(C(Cl)=CC=CC=1)NC(=O)OC,3.274
5882,C=1N(C(CC)=C(C(C=1)=O)O)CCOC,1.668
5883,C1(OCC)=CC=C2C(=C1)C=C(C(=C2)O)O,4.328
5884,C1N(CCC2=C(NC(S2)=N)C1)CC=C,2.868
5885,C(NC(=O)C)(NC=1C=CC=CC=1)=O,2.768
5886,OC(=O)CC1=CC=CC=2C=CC=CC1=2,2.913
5887,CC(C)C(C(NC)=O)NC(=O)C,1.176
5888,C(CCOC=1C=C(C=CC=1)O)CC,5.041
5889,C(O)(CO)CCN1C=CN=C1[N+]([O-])=O,0.642
5890,C=1C2=NN(N=C2C=CC=1)CCCCC(N)=O,2.609
5891,C1CN=C(N1)NC=2C(=CC(=CC=2C)Cl)C,4.265
5892,ClC1=C(C(=CC=C1)Cl)OC(C)=O,4.763
5893,COC=1C(=C(O)C(C(C=1O)=C)=C)OC,2.4
5894,[N+]([O-])(=O)C1=CC=C(C=C1)C(=S)N,3.143
5895,C1([N+]([O-])=O)=C(O)C=C(C)C(=C1)Cl,4.563
5896,FC=1C=CC=C(C=1C(OC)=O)Cl,3.742
5897,[N+](C=1C2=C(C=CC=1)C=CC=N2)(=O)[O-],2.407
5898,CN(C)CCOC1=CC=C(C)C=C1,3.668
5899,FC(F)(Cl)C(Cl)(Cl)F,4.917
5900,C=1(N(C([N+](=O)[O-])=CN=1)CC(O)COC)C,1.416
5901,C(CCCCCCCCC=1C=CC=CC=1)C,9.216
5902,CC(C)CC(OCC1=CC=CC=C1)=O,4.92
5903,C=1C(C=2C=CC(=CC=2)C)=CC=C(C=1)C,6.555
5904,C1=C(C(C=2C(=CC=CC=2)C1=O)=O)C,3.719
5905,CC(C)NCC(O)COC=1C=CC=C(C=1)C,3.972
5906,[N+]([O-])(C1=CC=C(OC)C(NC(=O)C)=C1)=O,3.262
5907,C12C3CC(C1)C(C23)Br,4.192
5908,CN(C)C=1C(=CC(OC(NC)=O)=CC=1C)C,3.954
5909,CN(C)C(=O)C=1C(=CC=CC=1)Cl,3.219
5910,C(C(CC1=CC=C(C=C1)O)N)(=O)OCC,2.107
